"HRV","","ALL","1998","0.31"
"HRV","","ALL","1999","0.44"
"HRV","","ALL","2000","0.23"
"HRV","","ALL","2001","0.45"
"HRV","","ALL","2002","0.25"
"HRV","","ALL","2003","0.41"
"HRV","","ALL","2004","1.06"
"HRV","","ALL","2005","0.83"
"HRV","","ALL","2006","1.08"
"HRV","","ALL","2007","1.4"
"HRV","","ALL","2008","0.7"
"HRV","","ALL","2009","1.22"
"HRV","","ALL","2010","0.41"
"HRV","","ALL","2011","0.41"
"HRV","","ALL","2012","0.66"
"HRV","","ALL","2013","1.81"
"HUN","","ALL","1980","4.86"
"HUN","","ALL","1981","5.17"
"HUN","","ALL","1982","3.83"
"HUN","","ALL","1983","3.11"
"HUN","","ALL","1984","3.2"
"HUN","","ALL","1985","2.6"
"HUN","","ALL","1986","2.02"
"HUN","","ALL","1987","1.59"
"HUN","","ALL","1988","1.54"
